Date,Time,NR Cell Group,Integrity,Downlink Traffic Volume(GB)_5G-NR,Uplink Traffic Volume(GB)_5G-NR,User Downlink Average Throughput(Mbps)_5G-NR,User Uplink Average Throughput(Mbps)_5G-NR,Cell Downlink Average Throughput(Mbps)_5G-NR,Cell Uplink Average Throughput(Mbps)_5G-NR,Average Number of Users_5G-NR,Downlink PRB usage_5G-NR,Uplink PRB usage_5G-NR,CCE usage_5G-NR,Unavailable duration_5G-NR,RACH SR_Contention(%).,RACH SR_non-Contention(%).,Avg CQI (Single Codeword)-NR,Avg CQI 256QAM 5G-NR,Avg CQI 64QAM 5G-NR,SgNB Addition Success Rate_5G-NR,Inter-SgNB PSCell Change Success Rate_5G-NR,Intra-SgNB PSCell Change Success Rate_5G-NR,SgNB-Triggered Abnormal SgNB Release Rate_5G-NR,NR DCR -Include MeNB Triggered,Average PDSCH Scheduling MCS_5G-NR,Average PUSCH Schedulign MCS_5G-NR,N.UL.NI.Avg(dBm)_5G-NR,Average PDSCH RANK 256QAM_5G-NR,Average PDSCH RANK 64QAM_5G-NR,PDSCH IBLER_5G-NR,PDSCH RBler_5G-NR,PUSCH Rbler_5G-NR,Cell Availability
2023-11-17,17:00,Jazan Province,1,353.3925,10.1709,69.6004,2.6763,79.101,12.8211,906.2224,18.3107,17.9063,11.4402,0,66.1143,83.3605,11.081,11.2123,10.2124,99.9311,99.6313,99.7803,0.0038,0.8718,11.8613,21.3599,-106.4889,2.2129,1.9802,6.298,0.3372,1.5965,100
2023-11-17,17:00,Najran Province,1,73.4849,3.2163,86.0362,5.8042,76.7137,13.1699,168.9764,14.5825,20.4983,10.7974,0,70.3095,78.8536,10.5226,10.6207,9.3175,99.8969,99.3516,99.6958,0.0058,0.8002,12.8273,21.5763,-108.6667,2.0472,1.594,4.9075,0.2757,0.482,100
2023-11-17,17:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,174.6481,8.0198,120.8485,4.5222,83.2627,15.5196,606.2077,5.3884,8.8001,4.1127,0,83.1098,96.5778,10.0569,10.0726,9.8529,99.857,99.4414,99.7061,0.0123,0.4364,9.8523,22.1141,-109.9444,2.1947,1.9509,6.3567,0.1886,1.1778,100
2023-11-17,17:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,863.5824,36.9431,149.5392,4.9996,113.0498,17.98,1578.3018,13.1479,15.1826,8.0626,0,74.8581,95.7128,10.6316,10.6475,10.1826,99.8949,99.3807,99.8328,0.0064,0.5076,12.0349,22.5538,-109.6111,2.1471,2.2409,5.4025,0.1611,0.587,100
2023-11-17,17:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6.7888,0.3186,40.9174,6.9365,55.858,16.1103,25.0931,9.1723,11.4041,4.8524,0,64.7418,93.3998,10.5825,10.5211,10.9257,99.9111,,99.5417,0.0297,0.6534,7.7531,22.9048,-111.6667,2.3819,2.6259,8.7202,0.1133,0.5341,100
2023-11-17,17:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,73.4849,3.2163,86.0362,5.8042,76.7137,13.1699,168.9764,14.5825,20.4983,10.7974,0,70.3095,78.8536,10.5226,10.6207,9.3175,99.8969,99.3516,99.6958,0.0058,0.8002,12.8273,21.5763,-108.6667,2.0472,1.594,4.9075,0.2757,0.482,100
2023-11-17,17:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,41.8519,1.6914,164.4563,20.1195,110.7888,21.548,47.1626,17.0271,16.7825,6.5503,0,96.2848,96.9937,11.493,11.5058,11.041,100,,100,0,0.3522,11.6387,24.0968,-111.3333,2.215,2.2115,2.6478,0.0292,0.153,100
2023-11-17,17:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,52.5009,1.196,51.2634,1.1888,75.6087,11.8783,166.1739,21.3622,15.6064,12.9296,0,68.6783,60.185,10.1462,10.372,9.3744,99.8506,100,99.6372,0.0103,0.7013,10.7859,21.2793,-109.6667,2.0087,1.7439,7.0395,0.3195,2.8296,100
2023-11-17,18:00,Southern Remote,1,37.3019,1.2823,101.5528,4.1879,78.3367,14.3862,111.2176,11.678,13.802,6.9227,0,78.5843,50.3384,11.206,11.2803,10.1646,99.962,,100,0.0152,0.6552,10.6969,22.6648,-107.6667,2.1181,2.1331,3.9418,0.2368,1.417,100
2023-11-17,18:00,Southern Region,1,3155.0906,126.4131,123.873,5.4035,102.9215,17.0287,5803.0065,8.4629,10.2942,5.0645,262800,75.8104,91.6373,10.6162,10.6339,10.2967,99.9025,99.4413,99.7772,0.0115,0.7247,11.3631,22.5211,-110.5081,2.1826,2.0959,4.8015,0.1607,0.6621,85.5159
2023-11-17,18:00,Southern City,1,1461.9584,53.2692,95.0861,3.6924,95.241,15.8054,3112.6824,12.4545,13.4162,7.9465,0,74.9368,92.4896,10.4609,10.4857,10.1034,99.888,99.4332,99.7724,0.012,0.7211,11.7288,22.0894,-108.7268,2.1621,2.0407,6.0799,0.2472,1.09,100
2023-11-17,18:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,345.8096,10.258,64.8501,2.2765,79.057,13.25,804.8448,21.509,18.9664,13.553,0,65.7369,82.7455,11.4901,11.5306,11.1113,99.9144,99.6253,99.8386,0.0131,1.0574,12.2342,21.375,-105.5641,2.1721,2.1239,6.6829,0.3791,1.7526,100
2023-11-17,18:00,Aseer Province,1,1179.89,47.2245,126.5686,4.2953,105.4387,17.1979,2365.0484,10.6437,12.6239,6.7124,0,80.5064,95.9844,10.4771,10.4902,10.1902,99.8894,99.3905,99.7586,0.0099,0.5341,11.7065,22.4659,-109.5867,2.169,2.1665,5.7145,0.1671,0.8014,100
2023-11-17,18:00,Jazan Province,1,401.7092,11.4513,60.5401,1.9054,78.0221,12.9264,979.4934,22.3458,18.3716,14.053,0,64.9055,78.1444,11.0292,11.1768,10.177,99.9008,99.6262,99.8305,0.0154,1.0397,11.9652,21.2917,-106,2.1454,1.9745,6.8858,0.378,2.0103,100
2023-11-17,18:00,Najran Province,1,77.7934,2.7499,89.3818,4.6457,76.9661,13.0063,168.2261,15.1025,20.1506,10.648,0,77.6762,79.3222,10.5856,10.6478,9.98,99.7891,99.5419,99.9021,0.0126,0.9703,12.7286,21.7244,-108.8333,2.0256,1.521,4.459,0.2255,0.4157,100
2023-11-17,18:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,201.1167,7.8255,125.1291,3.3323,88.393,15.1428,627.1326,5.9391,9.0286,4.2943,0,83.0426,96.6488,9.9817,9.988,9.8939,99.8657,99.3995,99.7436,0.0135,0.5059,10.0335,22.0031,-109.6667,2.2116,1.9779,6.4685,0.1948,1.3347,100
2023-11-17,18:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,918.5761,37.6034,125.5877,4.4547,109.4279,18.0843,1659.4389,14.3943,15.4857,8.8205,0,79.3736,95.6928,10.5827,10.5933,10.3009,99.904,99.3831,99.7696,0.0085,0.5499,12.112,22.6015,-109.4222,2.1515,2.2538,5.6601,0.1667,0.6286,100
2023-11-17,18:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6.472,0.3062,124.2353,3.8633,69.5443,14.8968,29.5093,5.1569,12.9965,4.1982,0,60.9975,93.4602,10.655,10.7247,10.0697,99.7635,,99.552,0,0.7327,8.7351,22.1456,-111.6667,2.2935,1.9755,4.7693,0.1638,0.4983,100
2023-11-17,18:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,77.7934,2.7499,89.3818,4.6457,76.9661,13.0063,168.2261,15.1025,20.1506,10.648,0,77.6762,79.3222,10.5856,10.6478,9.98,99.7891,99.5419,99.9021,0.0126,0.9703,12.7286,21.7244,-108.8333,2.0256,1.521,4.459,0.2255,0.4157,100
2023-11-17,18:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,53.7253,1.4894,178.4215,24.7962,129.4385,20.7188,48.9675,20.7652,15.9232,7.1907,0,90.1931,95.9611,11.1951,11.191,11.3131,100,,100,0,0.285,12.4772,23.851,-111,2.2599,2.2775,3.3888,0.0449,0.2135,100
2023-11-17,18:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,55.8996,1.1933,41.8178,0.7507,72.3005,10.9186,174.6486,26.1944,15.6364,16.2841,0,61.979,55.8592,10.0672,10.2827,9.4334,99.8272,100,99.7868,0.0262,0.9548,10.5686,20.8295,-108.8333,1.9805,1.7296,7.965,0.3723,3.6161,100
2023-11-17,19:00,Southern Remote,1,37.6836,1.1373,98.2921,3.0805,77.8154,15.1822,130.3267,12.2886,14.4055,7.619,0,78.8571,60.5647,11.2334,11.2947,10.636,99.9884,,99.9729,0,0.7457,10.1788,23.0397,-107.8333,2.1526,2.0692,4.6879,0.2229,1.8357,100
2023-11-17,19:00,Southern Region,1,3083.2689,128.8242,118.5361,5.9877,100.8933,17.1013,5747.2107,8.3022,10.35,5.0608,262800,78.7258,92.2685,10.5923,10.6124,10.2252,99.8973,99.4821,99.8203,0.0075,0.72,11.4055,22.4998,-110.6705,2.1706,2.0842,4.6038,0.1511,0.5742,85.5159
2023-11-17,19:00,Southern City,1,1454.2512,51.7719,93.6396,3.8304,94.6711,15.6489,3063.5476,12.2563,13.312,7.8958,0,77.8057,93.0484,10.4385,10.4607,10.1108,99.8782,99.5114,99.8231,0.0086,0.7223,11.8724,22.0587,-109,2.1435,1.9828,5.8792,0.2376,0.9092,100
2023-11-17,19:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,350.4274,9.0985,71.1326,2.5287,82.3181,13.155,812.0263,20.9779,18.8402,12.9468,0,68.6178,85.1501,11.5107,11.5558,11.1016,99.9302,99.6891,99.8433,0.0042,0.995,12.4066,21.4807,-106.0513,2.1489,2.1165,6.5824,0.3644,1.4205,100
2023-11-17,19:00,Aseer Province,1,1148.0883,46.3406,118.8611,4.3412,102.1826,16.9812,2345.1843,10.3164,12.5643,6.7816,0,82.7689,96.1987,10.4526,10.4664,10.1602,99.8786,99.4617,99.8375,0.0098,0.5854,11.8239,22.3963,-109.8067,2.149,2.025,5.4416,0.1639,0.723,100
2023-11-17,19:00,Jazan Province,1,420.6474,10.4104,63.416,2.0943,82.24,12.9674,986.083,22.7432,18.272,13.786,0,69.0629,82.8366,10.9945,11.1317,10.186,99.9175,99.6896,99.8386,0.0044,0.9713,12.1498,21.4266,-106.4889,2.1325,1.9746,6.8693,0.3593,1.6188,100
2023-11-17,19:00,Najran Province,1,73.8886,2.9333,104.4255,4.8423,77.6918,13.2348,164.7211,13.8597,19.9121,10.068,0,76.128,69.1107,10.5584,10.5831,10.2247,99.7793,99.9003,99.8557,0.0064,0.7517,12.4898,21.6982,-108.6667,2.0617,1.6463,4.4365,0.2534,0.4127,100
2023-11-17,19:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,206.141,8.5117,117.9285,4.071,88.6318,15.392,582.7626,5.9657,8.9286,4.231,0,86.9755,96.8429,9.9431,9.9655,9.6119,99.8355,99.4751,99.7858,0.0122,0.5232,10.0191,22.0766,-110.1481,2.2287,1.8031,6.0469,0.1646,1.0344,100
2023-11-17,19:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,886.5313,36.3904,118.5764,4.3418,106.0235,17.7039,1678.0659,13.7042,15.4795,8.9365,0,80.6729,95.984,10.555,10.5624,10.3751,99.8972,99.4523,99.8611,0.0091,0.6252,12.2998,22.4713,-109.5222,2.1237,2.2134,5.4042,0.1679,0.627,100
2023-11-17,19:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,8.7642,0.2212,87.6268,3.2477,74.8651,13.8833,34.7616,6.9313,12.8821,5.605,0,73.7054,92.3604,10.4478,10.5463,9.6914,99.9513,,99.7689,0,0.2938,9.8427,22.1726,-111.3333,2.2895,1.6609,5.5132,0.1859,0.5376,100
2023-11-17,19:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,73.8886,2.9333,104.4255,4.8423,77.6918,13.2348,164.7211,13.8597,19.9121,10.068,0,76.128,69.1107,10.5584,10.5831,10.2247,99.7793,99.9003,99.8557,0.0064,0.7517,12.4898,21.6982,-108.6667,2.0617,1.6463,4.4365,0.2534,0.4127,100
2023-11-17,19:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,46.6519,1.2174,149.0799,14.6398,110.5704,19.5874,49.5942,20.4003,15.3235,7.8225,0,93.4354,96.7618,11.2118,11.2087,11.2971,100,,100,0,0.4775,11.8051,23.7582,-110.6667,2.2017,2.2635,3.3072,0.0821,0.2941,100
2023-11-17,19:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,70.22,1.3119,41.3246,0.9114,81.8552,11.8392,174.0568,30.8615,15.659,17.5314,0,70.8441,69.6528,9.9027,10.0653,9.3933,99.8426,100,99.8109,0.0054,0.8495,11.0171,21.1399,-109.3333,2.0335,1.8198,8.1661,0.3362,2.7814,100
2023-11-17,20:00,Southern Remote,1,38.1434,1.4053,78.9914,2.3003,74.9168,15.1584,145.8988,13.5971,14.9597,8.5451,0,78.5179,72.6635,11.1861,11.235,10.7352,99.9834,,99.9545,0,0.7104,10.1019,22.7319,-108.1667,2.2064,1.9193,5.3615,0.2393,2.2475,100
2023-11-17,20:00,Southern Region,1,3307.8983,149.7649,105.724,6.4349,103.3743,17.7199,5969.944,8.9028,10.7101,5.4863,265035,76.2597,93.6565,10.601,10.6187,10.2978,99.8924,99.4363,99.809,0.0106,0.8094,11.4641,22.4353,-110.4362,2.166,2.0768,4.9482,0.1803,0.6982,85.0099
2023-11-17,20:00,Southern City,1,1509.6544,65.2874,77.718,4.5768,92.8651,16.4828,3204.7261,13.1468,13.8922,8.7473,0,74.2212,94.0889,10.4342,10.4605,10.0641,99.8842,99.4503,99.7959,0.0136,0.8238,11.8477,21.9412,-108.5191,2.138,1.9155,6.2435,0.2756,1.1504,100
2023-11-17,20:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,394.3829,10.6733,58.0633,2.0379,82.7577,13.1775,867.1815,24.259,19.1668,15.3955,0,66.8676,88.5856,11.3801,11.4264,11.0054,99.9247,99.5452,99.8441,0.0188,1.242,12.4339,21.3614,-105.3077,2.1929,2.035,7.3026,0.4045,2.039,100
2023-11-17,20:00,Aseer Province,1,1158.176,58.1204,103.4217,5.6152,100.5116,18.0707,2429.4041,10.6881,13.1404,7.2299,0,80.7868,96.1401,10.4655,10.4775,10.2061,99.8811,99.4347,99.7965,0.011,0.5743,11.6976,22.3174,-109.4267,2.1327,2.0496,5.6187,0.183,0.8124,100
2023-11-17,20:00,Jazan Province,1,468.0892,11.8897,51.8957,1.5831,81.7272,12.8102,1056.738,26.2714,18.6083,16.4575,0,64.8593,87.5487,10.9061,11.0537,10.1297,99.9199,99.5461,99.8543,0.0181,1.2421,12.196,21.2375,-105.8222,2.1637,1.8855,7.5753,0.4173,2.3492,100
2023-11-17,20:00,Najran Province,1,84.7421,3.8765,89.6808,6.7955,80.2491,14.2952,177.7489,16.1533,21.1025,11.5427,0,75.0343,79.9488,10.5403,10.5901,9.882,99.8187,99.4987,99.7671,0,0.9246,13.0558,21.721,-108.6667,2.0371,1.4975,4.7468,0.3045,0.4143,100
2023-11-17,20:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,202.0194,8.1616,105.6912,3.3712,83.6296,15.2769,626.728,6.2253,9.0323,4.7119,0,85.9282,95.8358,10.0682,10.0841,9.8596,99.8423,99.5148,99.6245,0.0203,0.6173,9.9877,21.981,-109.5185,2.1881,1.8389,6.365,0.2198,1.3573,100
2023-11-17,20:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,907.3223,48.1136,102.225,6.0119,105.6655,19.3183,1717.2634,14.1863,16.4691,9.3662,0,77.9274,96.2737,10.5361,10.5431,10.3456,99.8975,99.3738,99.8562,0.0064,0.5657,12.1816,22.3956,-109.2444,2.1154,2.1757,5.4869,0.1761,0.6218,100
2023-11-17,20:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,12.0044,0.33,61.6331,3.9043,73.0874,15.4066,33.9764,10.6411,12.7053,6.7673,0,76.1459,95.5298,10.3084,10.3184,10.2413,100,,99.9327,0.0239,0.3352,8.3933,22.8009,-111,2.5382,2.3363,7.5175,0.1789,0.6257,100
2023-11-17,20:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,84.7421,3.8765,89.6808,6.7955,80.2491,14.2952,177.7489,16.1533,21.1025,11.5427,0,75.0343,79.9488,10.5403,10.5901,9.882,99.8187,99.4987,99.7671,0,0.9246,13.0558,21.721,-108.6667,2.0371,1.4975,4.7468,0.3045,0.4143,100
2023-11-17,20:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,36.8298,1.5153,165.2322,19.8286,107.1024,20.806,51.4364,16.9142,16.0131,7.2981,0,78.8662,97.721,11.3632,11.3783,11.0553,100,,100,0,0.3172,11.5986,23.3912,-111.6667,2.1028,2.1701,3.4814,0.1276,0.5101,100
2023-11-17,20:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,73.7063,1.2164,31.9149,0.5623,76.7267,10.5836,189.5565,35.5259,16.0396,21.1971,0,58.507,81.117,9.9095,10.1063,9.3602,99.8925,100,99.9003,0.0147,1.2424,11.1351,20.5665,-109.1667,2.0043,1.6843,8.8321,0.4763,4.27,100
2023-11-17,21:00,Southern Remote,1,41.1508,1.5198,101.1594,3.6342,77.975,15.8689,144.859,13.6116,15.0096,8.3112,0,84.4544,91.9539,11.1152,11.1553,10.7319,99.9834,,99.9714,0.0055,0.6585,9.7521,22.8291,-107.8333,2.2289,2.0764,5.0353,0.2077,2.0937,100
2023-11-17,21:00,Southern Region,1,3476.5121,154.9535,106.7155,6.0776,105.015,17.9546,5994.8573,9.1936,10.7421,5.5262,273600,76.7691,94.6477,10.5778,10.5989,10.2191,99.9005,99.422,99.7728,0.0108,0.7686,11.4905,22.4838,-110.4988,2.1809,2.0148,4.9075,0.167,0.6539,85.0099
2023-11-17,21:00,Southern City,1,1516.0707,66.1156,79.7739,4.5833,92.6304,16.7793,3231.8156,13.1994,13.9276,8.686,0,74.2357,94.3479,10.424,10.4556,9.9921,99.89,99.4429,99.7746,0.013,0.7811,11.8395,22.0081,-108.6995,2.1365,1.8789,6.2683,0.261,1.0721,100
2023-11-17,21:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,382.1511,11.8716,66.1757,2.7959,83.5897,14.0127,853.553,22.7771,19.392,14.4592,0,67.0733,93.6624,11.3972,11.4377,11.052,99.9183,99.5819,99.8219,0.02,1.0314,12.2418,21.4622,-105.4615,2.232,2.0806,7.0167,0.3863,1.8145,100
2023-11-17,21:00,Aseer Province,1,1177.1321,56.9991,85.434,4.7462,99.6747,18.0671,2448.5342,10.9435,13.0575,7.258,0,78.9881,95.3012,10.4525,10.4642,10.2144,99.8947,99.3998,99.773,0.0103,0.6207,11.7465,22.3444,-109.62,2.1211,2.0997,5.7615,0.1728,0.7886,100
2023-11-17,21:00,Jazan Province,1,452.5252,13.6121,56.3834,2.1304,81.4273,13.7658,1047.5311,25.265,18.9803,15.8045,0,67.3422,93.5827,10.8934,11.0578,10.0136,99.9161,99.5826,99.8181,0.019,1.0272,11.9308,21.3771,-106,2.1942,1.8231,7.3678,0.3999,2.1081,100
2023-11-17,21:00,Najran Province,1,94.1717,4.5127,83.6705,6.5742,82.191,14.7477,191.945,18.2581,22.0475,12.9028,0,75.7489,83.9563,10.3868,10.4459,9.7091,99.8046,99.8174,99.8507,0,0.7667,13.2938,21.6816,-108.5833,2.0345,1.5205,5.3133,0.3194,0.4871,100
2023-11-17,21:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,225.3438,10.609,122.6298,3.9019,88.1598,16.0729,635.0623,6.5543,9.3103,4.7284,0,80.697,96.9137,10.0181,10.0245,9.9395,99.8772,99.4517,99.6024,0.0126,0.6163,10.1083,22.0029,-109.7778,2.1879,1.9014,6.1909,0.189,1.2165,100
2023-11-17,21:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,902.7525,44.869,79.815,4.857,103.8983,19.0135,1726.0283,14.2453,16.1078,9.4022,0,77.8945,94.4184,10.5278,10.5364,10.3098,99.9002,99.356,99.8425,0.0097,0.6417,12.2566,22.4157,-109.4,2.1054,2.1511,5.6849,0.1721,0.646,100
2023-11-17,21:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,14.9018,0.4972,62.625,6.4256,72.4924,15.8034,31.9464,14.0834,12.7661,6.8677,0,74.606,94.497,10.3653,10.2871,10.8029,100,,99.7945,0,0.2162,8.8095,22.8531,-111.3333,2.2773,2.4073,8.1925,0.0964,0.457,100
2023-11-17,21:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,94.1717,4.5127,83.6705,6.5742,82.191,14.7477,191.945,18.2581,22.0475,12.9028,0,75.7489,83.9563,10.3868,10.4459,9.7091,99.8046,99.8174,99.8507,0,0.7667,13.2938,21.6816,-108.5833,2.0345,1.5205,5.3133,0.3194,0.4871,100
2023-11-17,21:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,34.134,1.0238,114.0309,20.8258,96.7762,19.0283,55.4972,18.0328,15.1499,7.3083,0,94.4196,97.6245,11.3739,11.4056,10.6631,100,,99.7494,0,0.3204,11.065,23.6686,-111.6667,1.9801,2.2893,3.6765,0.1182,0.4116,100
2023-11-17,21:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,70.3741,1.7404,29.8852,0.8267,71.6058,12.2848,193.9782,36.7065,17.087,21.8084,0,68.2479,93.0935,9.8694,10.119,9.172,99.9042,100,99.8049,0.0144,1.0071,10.6417,20.9297,-109.5,2.0026,1.5269,8.879,0.4584,3.8551,100
2023-11-17,22:00,Southern Remote,1,43.305,1.1544,70.0112,2.3082,73.9998,13.4257,130.1795,16.5548,14.3132,11.1577,0,83.3607,77.649,11.0525,11.0982,10.7318,99.9811,,99.9435,0,0.4016,10.0469,22.2403,-105.8333,2.1846,1.9798,5.9815,0.3749,2.7885,100
2023-11-17,22:00,Southern Region,1,3620.3574,150.1205,118.1696,6.2826,107.2312,17.6978,5916.8216,9.44,10.6618,5.5159,273600,77.995,93.6168,10.5547,10.572,10.2541,99.8757,99.4692,99.7755,0.0091,0.7767,11.5564,22.4946,-110.4617,2.1644,2.0498,4.8609,0.168,0.626,85.0099
2023-11-17,22:00,Southern City,1,1519.2944,57.1069,86.043,3.9596,92.2303,16.1384,3151.8431,13.2121,13.7218,8.6496,0,75.5225,93.8931,10.4153,10.4468,9.9634,99.8686,99.4666,99.755,0.0095,0.7873,11.8931,22.1016,-108.7049,2.1216,1.8749,6.1676,0.264,0.9961,100
2023-11-17,22:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,351.452,11.1736,64.0196,2.9317,77.8945,13.6571,819.6195,22.5067,19.3134,14.863,0,68.9193,90.6075,11.3733,11.4322,10.8935,99.9282,99.5522,99.7905,0.0123,0.9275,12.0588,21.4073,-105.4103,2.2065,1.907,6.8565,0.3913,1.7846,100
2023-11-17,22:00,Aseer Province,1,1207.9324,48.806,99.1931,3.9722,100.0636,17.1422,2386.6069,11.1474,12.8129,7.356,0,80.3906,95.7039,10.4309,10.4403,10.2356,99.8643,99.4518,99.7671,0.007,0.6408,11.8694,22.4034,-109.58,2.1144,2.1026,5.8117,0.1849,0.7223,100
2023-11-17,22:00,Jazan Province,1,428.6058,13.2366,58.3195,2.4239,77.9471,13.5846,1010.0997,24.9932,18.9457,15.8935,0,68.4676,89.2513,10.8925,11.0472,10.0412,99.9218,99.5459,99.7942,0.0135,0.9651,11.8532,21.368,-105.8444,2.1672,1.7671,7.2159,0.4089,2.0713,100
2023-11-17,22:00,Najran Province,1,95.7211,3.2112,85.7599,3.9722,82.2756,14.4528,195.0715,17.6824,21.6638,12.2326,0,75.6519,81.7972,10.4108,10.5004,9.2771,99.7769,99.538,99.7267,0.0055,0.8105,13.1038,21.9697,-108.6667,2.0217,1.7212,4.7636,0.339,0.4439,100
2023-11-17,22:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,220.2359,9.6692,118.9594,4.2386,86.7488,15.5579,632.4446,6.5098,9.5022,4.7358,0,84.1511,96.8764,9.9222,9.9279,9.8401,99.8044,99.43,99.6728,0.0078,0.625,10.186,21.911,-109.6667,2.1486,1.8183,6.3135,0.1743,1.1476,100
2023-11-17,22:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,906.31,37.0616,90.6693,3.729,101.4964,17.735,1669.0679,14.5858,15.3997,9.5899,0,78.0306,95.0932,10.5289,10.5367,10.3366,99.8941,99.4699,99.8008,0.0069,0.6566,12.3193,22.536,-109.4,2.094,2.2059,5.7242,0.1935,0.5811,100
2023-11-17,22:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,10.1332,0.3837,45.7029,5.2558,61.2271,16.0711,31.07,11.535,12.7914,6.9971,0,79.0459,94.4368,10.5053,10.2924,11.4393,100,,99.9058,0,0.4653,8.2273,23.2581,-111.3333,2.4416,2.4749,8.2631,0.1389,0.4588,100
2023-11-17,22:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,95.7211,3.2112,85.7599,3.9722,82.2756,14.4528,195.0715,17.6824,21.6638,12.2326,0,75.6519,81.7972,10.4108,10.5004,9.2771,99.7769,99.538,99.7267,0.0055,0.8105,13.1038,21.9697,-108.6667,2.0217,1.7212,4.7636,0.339,0.4439,100
2023-11-17,22:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,71.2533,1.6914,257.6121,18.2717,173.1519,21.9424,54.0244,23.0722,17.6693,6.9838,0,92.203,95.8248,11.3559,11.3926,10.4924,100,,100,0,0.5127,12.6917,23.6006,-111.6667,2.2604,2.5178,4.0006,0.0552,0.2369,100
2023-11-17,22:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,77.1539,2.0631,41.3034,1.2848,78.1855,13.1502,190.4803,36.428,17.2549,20.4927,0,66.9412,81.5149,9.9461,10.1582,9.2761,99.8883,95.6522,99.8115,0.0186,1.1358,10.9968,21.1633,-108.6667,1.9919,1.5789,8.7767,0.4855,3.7489,100
2023-11-17,23:00,Southern Remote,1,36.5096,1.1513,87.7304,3.0612,72.339,14.3377,108.9396,12.7572,13.9127,8.1641,0,73.1724,98.0609,11.2646,11.307,10.8658,99.992,,99.9179,0.008,0.8841,9.8642,22.6075,-108.1667,2.1123,2.0055,4.4544,0.3547,1.7512,100
2023-11-17,23:00,Southern Region,1,3385.2408,141.9513,109.2681,6.415,102.4454,17.1907,5744.14,9.0634,10.5109,5.4256,273600,78.1848,93.3834,10.5554,10.5761,10.1931,99.9006,99.4371,99.7616,0.0117,0.8264,11.5805,22.4417,-110.5661,2.1356,2.0573,4.8048,0.17,0.5849,85.0099
2023-11-17,23:00,Southern City,1,1513.5726,55.9142,85.2771,4.0837,92.0684,15.7073,3090.812,13.0683,13.5483,8.6198,0,75.2922,92.398,10.4304,10.4623,9.9733,99.8882,99.4498,99.7848,0.0152,0.8235,12.1085,22.0174,-108.765,2.0931,1.9105,6.0864,0.2727,0.948,100
2023-11-17,23:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,345.0414,9.9778,68.2299,2.6482,79.1735,13.3648,770.5539,20.8385,18.769,13.4519,0,69.1356,93.2534,11.5164,11.5454,11.248,99.9487,99.4114,99.7867,0.0112,1.0954,12.0825,21.4481,-105.641,2.1976,2.0527,6.3173,0.3556,1.53,100
2023-11-17,23:00,Aseer Province,1,1181.9406,48.8374,94.1958,4.3388,98.8961,16.7411,2346.9459,10.9956,12.6619,7.2998,0,79.4217,93.9029,10.4266,10.444,10.0875,99.8844,99.4486,99.7786,0.0175,0.6603,11.9944,22.303,-109.74,2.1093,2.1014,5.8621,0.1874,0.6898,100
