Date,Time,NB-IoT Cell Group,Integrity,L.NB.Traffic.User.Avg,L.NB.Traffic.User.Max,RRC Setup Success Rate (NB-IoT),Downlink UE throughput (NB-IoT),Uplink UE throughput (NB-IoT),Service Drop Rate (NB-IoT),Downlink Packet Loss Rate (NB-IoT),Uplink Residual Block Error Rate (NB-IoT),Downlink SRB Packet Loss Rate (NB-IoT),NB-IoT RACH Success Rate(%),NB-IoT RACH Success Rate(%) Cov-Lvl 0,NB-IoT RACH Success Rate(%) Cov-Lvl 1
2023-11-18,01:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1213.9591,7335,98.8962,1.9732,1.0085,0.0043,0,3.9477,0,21.522,31.3329,7.209
2023-11-18,01:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,775.6373,5607,99.4309,4.8118,1.7403,0.0008,0,4.9594,0,11.4297,32.0626,1.7218
2023-11-18,01:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1525.3065,9708,99.7534,4.0606,2.3182,0.0026,0,5.018,0,13.2528,28.6696,1.9067
2023-11-18,01:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,709.8722,5506,99.8309,7.3889,3.3589,0.0011,0,1.072,0,51.7085,64.3828,10.3481
2023-11-18,01:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,103.7924,941,99.9848,8.3766,3.4659,0,0,0.7546,0,59.0513,61.9158,25.5451
2023-11-18,01:00,Aseer Province,1,3865.1758,26685,99.1965,2.5108,1.1681,0.0078,0,7.4675,0,6.7924,18.8539,1.2581
2023-11-18,01:00,Jazan Province,1,3192.8567,19434,99.6186,3.7555,1.9582,0.01,0,4.9303,0,14.2289,29.244,2.3845
2023-11-18,01:00,Najran Province,1,815.5496,6464,99.8542,7.4534,3.334,0.0009,0,1.019,0,52.9082,63.9058,11.3801
2023-11-18,02:00,Southern Region,1,5522.824,27839,99.5085,3.918,1.3661,0.0095,0,6.9204,0,7.0233,19.5822,1.1456
2023-11-18,02:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,552.8467,3159,99.635,5.0458,1.3866,0.0073,0,9.2638,0,2.6315,10.0408,0.4307
2023-11-18,02:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1218.704,5267,99.4791,3.9253,1.4328,0.0198,0,5.638,0,11.3713,22.9569,2.3247
2023-11-18,02:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,574.1546,3445,99.4173,3.2453,1.0695,0.007,0,9.3628,0,2.7648,10.0834,0.4972
2023-11-18,02:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,836.3319,3990,99.058,2.145,0.9361,0.0046,0.0001,4.7226,0.0001,16.3891,24.3745,5.7832
2023-11-18,02:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,541.9004,3254,99.6153,5.2092,1.6667,0.0005,0,4.827,0,10.4687,31.8048,1.5223
2023-11-18,02:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1081.4936,4683,99.6126,5.7871,1.9191,0.0155,0,5.9644,0,8.3751,20.7263,1.1183
2023-11-18,02:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,448.3816,2377,99.8335,8.3242,2.6049,0.0006,0,1.156,0,47.6747,62.0786,8.3501
2023-11-18,02:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,75.5842,697,99.9816,9.3709,2.9405,0,0,0.7086,0,59.2875,62.9265,18.7831
2023-11-18,02:00,Aseer Province,1,2505.9166,13846,99.3943,3.1716,1.142,0.005,0,7.7439,0,5.1668,16.1123,0.9445
2023-11-18,02:00,Jazan Province,1,2298.1499,9943,99.5511,4.5661,1.5927,0.0174,0,5.817,0,9.7459,21.7521,1.6505
2023-11-18,02:00,Najran Province,1,525.3306,3083,99.8588,8.3806,2.6412,0.0005,0,1.0737,0,49.6289,62.253,9.0504
2023-11-18,03:00,Southern Region,1,33244.8185,101835,96.2707,0.5055,0.5331,0.0775,0.0001,3.9772,0.0001,28.7353,53.7731,6.8514
2023-11-18,03:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3471.4398,12129,98.0751,0.8587,0.7841,0.0364,0.0002,5.7456,0.0002,14.646,40.3309,2.7271
2023-11-18,03:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,6112.7416,17154,94.9382,0.3982,0.4267,0.1297,0.0001,3.4512,0.0001,36.1941,55.6942,11.5086
2023-11-18,03:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3252.0895,10557,97.1886,0.5247,0.5315,0.0511,0,6.7834,0,14.865,40.1326,3.2665
2023-11-18,03:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,5299.9151,16048,95.4166,0.4989,0.5227,0.078,0.0001,2.5977,0.0001,45.7479,59.1033,17.3934
2023-11-18,03:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,4907.7509,16071,96.674,0.5352,0.578,0.0506,0.0001,2.7493,0.0001,41.9031,65.8685,10.8513
2023-11-18,03:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,4370.7117,13210,97.6065,0.7903,0.7165,0.0446,0.0001,3.3382,0.0001,27.7417,50.7319,6.9879
2023-11-18,03:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,3372.2181,9726,95.9562,0.4511,0.5342,0.1125,0,2.6207,0,40.4455,63.9822,9.0205
2023-11-18,03:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1443.3858,3699,91.2591,0.1622,0.2074,0.1951,0.0003,3.2628,0.0003,54.0893,69.2483,22.3891
2023-11-18,03:00,Aseer Province,1,16934.1978,54825,96.6901,0.5674,0.5836,0.0562,0.0001,4.4441,0.0001,24.8793,51.5758,5.4035
2023-11-18,03:00,Jazan Province,1,10470.627,30305,96.1367,0.5151,0.5228,0.0907,0.0001,3.4106,0.0001,32.1343,53.4419,9.1649
2023-11-18,03:00,Najran Province,1,4825.4277,13464,94.8444,0.3289,0.3997,0.1312,0.0001,2.7463,0.0001,44.4304,65.7278,12.181
2023-11-18,04:00,Southern Region,1,8774.4388,36051,99.2528,2.0793,1.3147,0.0118,0,5.9415,0,10.4563,27.4013,1.5725
2023-11-18,04:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,723.1069,3346,99.5972,6.068,2.4067,0.0023,0,8.7419,0,3.5609,13.4282,0.5333
2023-11-18,04:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2049.5133,7200,99.0911,1.711,1.0821,0.0252,0.0001,4.5139,0.0001,17.3931,33.471,3.2721
2023-11-18,04:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,823.5329,3960,99.2251,3.1827,1.497,0.0099,0,9.4951,0,3.7855,13.8856,0.5726
2023-11-18,04:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1593.0684,6752,98.5312,1.3384,0.9482,0.0172,0,3.6498,0,21.9143,32.3902,6.7818
2023-11-18,04:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,832.482,3919,99.5855,5.9379,2.2178,0.0012,0,4.2832,0,13.8963,38.1115,1.8594
2023-11-18,04:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1450.7904,5520,99.7059,6.9115,2.6473,0.0032,0.0001,4.9004,0.0001,11.9219,28.5913,1.5364
2023-11-18,04:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,736.717,3074,99.8292,7.1373,4.1225,0.0023,0,1.0307,0,55.231,66.7777,11.5955
2023-11-18,04:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,144.2845,739,99.7705,2.0142,1.0862,0,0,1.1075,0,56.3926,64.705,15.7069
2023-11-18,04:00,Aseer Province,1,3974.7933,17984,99.1627,2.3346,1.3275,0.0089,0,6.9489,0,7.4551,22.1308,1.2095
2023-11-18,04:00,Jazan Province,1,3496.239,12702,99.3706,2.4749,1.4121,0.0148,0.0001,4.7012,0.0001,14.634,31.1804,2.3449
2023-11-18,04:00,Najran Province,1,882.4631,3824,99.8164,5.0099,3.0181,0.0018,0,1.047,0,55.4035,66.39,12.2323
2023-11-18,05:00,Southern Region,1,13757.0411,59105,99.3501,4.579,2.3124,0.0071,0,3.9288,0,19.835,45.4042,2.8788
2023-11-18,05:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1437.8741,7438,99.5535,7.0864,2.8941,0.004,0,6.6795,0,8.3342,29.5211,1.0765
2023-11-18,05:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2843.7881,10192,99.2773,4.583,2.3032,0.0179,0,2.937,0,27.979,48.8678,5.6243
2023-11-18,05:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1469.9893,7017,99.16,3.4654,1.5861,0.0073,0,7.5734,0,8.8411,29.5991,1.3062
2023-11-18,05:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,2067.7968,7850,98.6872,3.3803,1.8627,0.0066,0,2.2369,0,35.9646,50.001,9.6667
2023-11-18,05:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1496.5622,6722,99.5227,7.7436,2.666,0.0008,0,2.6769,0,26.761,57.6814,3.6656
2023-11-18,05:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,2419.6092,9662,99.5802,3.9699,2.5735,0.0028,0,3.0422,0,23.5182,47.3797,3.5741
2023-11-18,05:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1186.5344,6813,99.7788,4.9871,3.3362,0.0036,0,0.8299,0,65.2265,73.46,19.432
2023-11-18,05:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,308.5376,1127,99.984,10.2088,3.4428,0,0,0.4936,0,75.696,79.3758,45.9452
2023-11-18,05:00,Aseer Province,1,6475.3645,29040,99.1898,4.5971,2.1153,0.005,0,4.9212,0,14.8147,39.8322,2.092
2023-11-18,05:00,Jazan Province,1,5258.3398,19825,99.4202,4.2785,2.412,0.0105,0,2.9947,0,25.7194,48.0765,4.5454
2023-11-18,05:00,Najran Province,1,1496.9873,7956,99.8188,5.7564,3.3592,0.0029,0,0.7406,0,67.4363,74.7685,23.7583
2023-11-18,06:00,Southern Region,1,8633.2252,37281,99.3578,3.5539,1.8081,0.0096,0,5.2046,0,12.049,30.5437,1.6184
2023-11-18,06:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,733.117,4157,99.6006,6.1729,2.1622,0.0019,0,8.356,0,3.8554,13.9317,0.5052
2023-11-18,06:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1876.2332,6430,99.4914,5.4762,2.1546,0.0203,0,3.7319,0,18.599,35.9624,2.9857
2023-11-18,06:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,826.0584,4418,99.2761,1.8563,1.0724,0.0112,0,9.3132,0,4.6858,15.9529,0.6258
2023-11-18,06:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1488.7435,6387,98.6771,2.508,1.5077,0.0087,0,2.7991,0,28.8078,41.7455,7.7775
2023-11-18,06:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,903.7451,4397,99.3502,4.921,2.1416,0.0018,0,3.5874,0,17.1644,43.308,2.3738
2023-11-18,06:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1503.7662,5757,99.5985,3.6671,1.8911,0.0051,0,4.5105,0,13.024,30.6234,1.65
2023-11-18,06:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,686.1119,3218,99.7747,5.2843,2.505,0,0,0.8538,0,55.7918,67.4427,12.4786
2023-11-18,06:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,212.5753,898,99.9877,10.8475,3.986,0,0,0.4741,0,74.7188,76.9787,45.8653
2023-11-18,06:00,Aseer Province,1,3954.1765,19369,99.1712,3.0173,1.6007,0.0062,0,6.29,0,8.9996,25.6925,1.2838
2023-11-18,06:00,Jazan Province,1,3376.343,12167,99.546,4.5848,2.0497,0.0128,0,4.0642,0,15.793,33.4524,2.2779
2023-11-18,06:00,Najran Province,1,899.8312,4126,99.8162,6.3965,2.9099,0,0,0.7386,0,60.7396,70.246,16.1483
2023-11-18,07:00,Southern Region,1,14671.5896,64991,99.1198,3.3123,2.1337,0.0122,0,3.6514,0,22.111,48.0056,3.3925
2023-11-18,07:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1565.7897,7720,99.5666,7.0215,2.602,0.0052,0,5.8989,0,10.6444,34.6022,1.4257
2023-11-18,07:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2759.4761,10436,99.0674,4.5717,2.4226,0.0151,0,2.7246,0,29.6467,50.4624,5.7159
2023-11-18,07:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1500.2596,7230,99.2704,4.0794,1.7411,0.0092,0,6.7591,0,10.4901,33.0313,1.5801
2023-11-18,07:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,2452.7715,11080,98.3922,1.85,1.5465,0.0144,0,2.4125,0,35.5106,50.6015,9.4304
2023-11-18,07:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1610.3784,8011,99.1878,5.0648,2.3374,0.0034,0,2.6121,0,28.3806,58.9012,4.0544
2023-11-18,07:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,2470.1427,10216,99.429,3.9736,2.6012,0.0084,0,2.8075,0,24.714,48.3692,3.9728
2023-11-18,07:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1287.679,6502,99.7462,5.1233,3.6392,0.0015,0,0.954,0,63.1607,74.4282,16.7984
2023-11-18,07:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,301.1055,1283,99.9151,4.1207,1.8749,0,0,1.021,0,70.1859,79.3878,31.9648
2023-11-18,07:00,Aseer Province,1,7131.9312,34052,99.0312,3.3047,1.9465,0.0088,0,4.5489,0,16.9605,42.8397,2.5152
2023-11-18,07:00,Jazan Province,1,5223.7121,20622,99.2385,4.2649,2.4973,0.0115,0,2.7736,0,27.0858,49.3363,4.7757
2023-11-18,07:00,Najran Province,1,1591.9592,7804,99.7776,4.8808,3.0717,0.0012,0,0.9695,0,64.6433,75.4642,20.0281
2023-11-18,08:00,Southern Region,1,13570.1425,48856,99.1629,3.9543,2.0622,0.0124,0,3.3879,0,22.6963,48.6215,3.0996
2023-11-18,08:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1147.0136,5184,99.5496,5.6601,2.2411,0.0047,0,6.5935,0,7.6979,26.7442,0.8536
2023-11-18,08:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2827.649,8623,99.1024,4.1942,2.0984,0.0249,0,2.1634,0,35.1642,55.3209,7.3206
2023-11-18,08:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1321.8607,5941,99.1394,2.7635,1.3334,0.01,0.0001,7.3847,0.0001,9.5066,30.0586,1.2016
2023-11-18,08:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,2166.4668,7403,98.6715,3.9624,2.0579,0.0095,0,1.9207,0,39.9517,53.8575,10.0948
2023-11-18,08:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1662.2846,5883,99.2703,6.6143,2.2975,0.0013,0,2.4677,0,31.3617,61.9911,4.0025
2023-11-18,08:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,2286.551,7788,99.4631,3.09,2.1183,0.0078,0,2.4196,0,27.9404,51.9808,4.4385
2023-11-18,08:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1205.4545,5099,98.7648,2.4,2.1147,0.0251,0,0.8146,0,62.106,71.0857,18.3013
2023-11-18,08:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,544.2919,1214,99.8968,7.9911,2.6473,0,0,0.6332,0,77.4819,84.051,36.5422
2023-11-18,08:00,Aseer Province,1,6300.0438,24413,99.1084,4.4177,1.9735,0.0067,0,4.5086,0,16.316,41.61,2.0136
2023-11-18,08:00,Jazan Province,1,5110.5095,16401,99.2725,3.644,2.1046,0.0167,0,2.2788,0,31.6323,53.7486,5.7964
2023-11-18,08:00,Najran Province,1,1751.0186,6321,99.0097,3.3059,2.3096,0.0196,0,0.7458,0,67.3629,75.6246,23.7485
2023-11-18,09:00,Southern Region,1,34598.49,103384,95.3982,0.4466,0.4921,0.0862,0.0001,3.941,0.0001,29.9818,54.6486,7.3698
2023-11-18,09:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3443.8285,12391,97.6986,0.8017,0.7642,0.036,0,5.8775,0,14.8579,40.8602,2.7426
2023-11-18,09:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,6552.6686,17277,93.637,0.3502,0.3992,0.1322,0.0001,3.2429,0.0001,39.1978,57.0037,13.3046
2023-11-18,09:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3351.9783,10705,96.2952,0.451,0.4772,0.0557,0.0001,7.0482,0.0001,15.2568,40.6453,3.4373
2023-11-18,09:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,5762.6531,17117,94.5088,0.3967,0.4582,0.1065,0.0002,2.482,0.0002,48.4637,62.4486,18.7565
2023-11-18,09:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,5048.7994,15560,95.8227,0.4795,0.5344,0.068,0,2.8665,0,40.5333,63.7501,10.9087
2023-11-18,09:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,4499.987,13502,97.213,0.7106,0.6819,0.0376,0.0001,3.0605,0.0001,31.0105,53.972,7.7317
2023-11-18,09:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,3366.0724,9647,95.5916,0.4319,0.5156,0.1176,0.0002,2.7143,0.0002,39.5045,62.8851,8.9614
2023-11-18,09:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1531.4567,3752,88.5827,0.1557,0.1912,0.1944,0.0001,3.4369,0.0001,49.3424,62.5639,21.4242
2023-11-18,09:00,Aseer Province,1,17611.8612,55787,95.9125,0.4844,0.5295,0.0706,0.0001,4.4997,0.0001,25.7242,52.5346,5.7506
2023-11-18,09:00,Jazan Province,1,11038.5259,30727,95.2139,0.453,0.4875,0.0894,0.0001,3.1721,0.0001,35.4294,55.664,10.4988
2023-11-18,09:00,Najran Province,1,4907.0569,13437,93.6783,0.3161,0.3767,0.1373,0.0002,2.8634,0.0002,42.578,62.7973,12.0795
2023-11-18,10:00,Southern Region,1,41900.0621,124561,96.2651,0.5306,0.3078,0.0978,0.0001,3.4497,0.0001,33.5374,59.7959,8.2109
2023-11-18,10:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3697.8396,12878,98.179,1.2305,0.5088,0.0379,0.0001,5.4873,0.0001,15.1103,43.5222,2.7738
2023-11-18,10:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,7916.7634,21371,94.369,0.412,0.2623,0.1712,0.0001,2.9312,0.0001,41.3528,58.998,14.1823
2023-11-18,10:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3376.7744,10933,98.2658,0.9441,0.421,0.0256,0,6.332,0,14.8222,42.7801,3.0743
2023-11-18,10:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,7463.0544,22298,94.9633,0.4167,0.2682,0.1232,0.0001,2.2549,0.0001,51.1284,65.4974,19.6113
2023-11-18,10:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6627.7479,20579,97.2997,0.5851,0.3145,0.0654,0.0001,2.2855,0.0001,48.7683,71.8105,13.6656
2023-11-18,10:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,5932.9717,17372,97.4595,0.7004,0.3722,0.0541,0,2.6431,0,37.8274,60.4937,11.0919
2023-11-18,10:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,4385.2324,12455,96.6514,0.436,0.2886,0.1233,0.0001,2.2574,0.0001,48.0479,71.107,11.4956
2023-11-18,10:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1132.064,2864,95.2081,0.2545,0.1731,0.1537,0,3.098,0,51.3429,70.2118,19.19
2023-11-18,10:00,Aseer Province,1,21155.5332,66651,96.8728,0.6049,0.3314,0.0716,0.0001,3.9231,0.0001,28.5626,57.8072,6.1747
2023-11-18,10:00,Jazan Province,1,13835.0309,38704,95.7068,0.5093,0.3014,0.1193,0.0001,2.8089,0.0001,39.6889,59.5377,12.6497
2023-11-18,10:00,Najran Province,1,5541.8836,15395,96.3329,0.3895,0.258,0.1297,0.0001,2.3908,0.0001,48.8887,70.9588,13.2371
2023-11-18,11:00,Southern Region,1,64232.6606,184747,97.91,0.6118,0.4422,0.0452,0.0001,3.7072,0.0001,39.1008,64.0116,9.6586
2023-11-18,11:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,8502.2417,24676,98.0462,0.6102,0.4192,0.0274,0.0001,5.2948,0.0001,26.6562,55.6673,6.0724
2023-11-18,11:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,11011.3929,30814,97.4955,0.5553,0.4122,0.0734,0,3.0613,0,45.7952,64.7025,13.5066
2023-11-18,11:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,7284.9118,20481,97.1012,0.3973,0.2985,0.0383,0,6.1735,0,25.4273,53.645,6.3902
2023-11-18,11:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,8976.2737,25759,97.9776,0.8778,0.563,0.0468,0,2.3764,0,54.0232,68.0451,18.1888
2023-11-18,11:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,8053.0426,24082,99.0386,0.88,0.5996,0.0091,0,2.6346,0,49.2998,73.9185,11.4549
2023-11-18,11:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,9524.5513,26806,97.5562,0.5426,0.4222,0.052,0.0001,3.2224,0.0001,41.02,63.062,11.7363
2023-11-18,11:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,7301.7895,21889,98.1889,0.7994,0.5941,0.0482,0.0001,2.5654,0.0001,50.5267,73.9659,11.411
2023-11-18,11:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1591.7692,4589,97.9562,0.3223,0.2461,0.0366,0.0001,2.5451,0.0001,58.8736,74.444,20.9822
2023-11-18,11:00,Aseer Province,1,32851.287,95105,98.1149,0.6536,0.4517,0.0305,0,4.2308,0,34.7948,62.043,8.054
2023-11-18,11:00,Jazan Province,1,20494.0323,57490,97.5193,0.5477,0.4156,0.0636,0.0001,3.1511,0.0001,43.3206,63.8338,12.5365
2023-11-18,11:00,Najran Province,1,8900.6535,26501,98.1439,0.6462,0.489,0.0458,0.0001,2.5615,0.0001,52.1186,74.0719,12.8957
2023-11-18,12:00,Southern Region,1,5547.7168,26254,99.5193,3.5683,1.4666,0.0063,0,7.1158,0,7.2287,19.1845,1.166
2023-11-18,12:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,640.9538,3957,99.6607,5.2483,1.835,0.0057,0,9.396,0,2.9587,10.5302,0.4891
2023-11-18,12:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1071.5016,4185,99.6504,4.8582,1.6699,0.0114,0,5.736,0,11.241,21.1767,2.2416
2023-11-18,12:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,584.9106,3492,99.4019,4.78,1.6271,0.0064,0,9.967,0,2.5917,9.0959,0.4632
2023-11-18,12:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,862.5488,3852,99.0121,2.052,1.0486,0.0069,0,4.6256,0,16.1681,23.6041,5.6964
2023-11-18,12:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,530.6318,2733,99.4894,4.8424,1.4152,0.0005,0,5.2629,0,9.4737,27.1624,1.4767
2023-11-18,12:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1050.466,3945,99.7414,7.2078,2.4302,0.0015,0,5.5263,0,10.4352,23.7603,1.257
2023-11-18,12:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,460.2113,2442,99.8417,8.2521,2.9878,0.0026,0,1.2537,0,46.9251,59.9833,9.4148
2023-11-18,12:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,60.4392,325,99.9946,9.1544,2.2562,0,0,0.6893,0,62.012,68.1196,16.8193
2023-11-18,12:00,Aseer Province,1,2620.237,14033,99.3593,3.2534,1.295,0.0053,0,8.0309,0,5.1555,15.2915,0.9504
2023-11-18,12:00,Jazan Province,1,2119.7054,8124,99.6988,5.7341,1.9618,0.0061,0,5.6612,0,10.7893,22.2446,1.7178
2023-11-18,12:00,Najran Province,1,521.7208,2774,99.8673,8.3362,2.8717,0.0021,0,1.184,0,48.8112,61.2013,9.9145
2023-11-18,13:00,Southern Region,1,10326.7655,42487,99.1687,2.469,1.3489,0.0106,0,5.1623,0,14.5617,34.8447,2.9393
2023-11-18,13:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1058.9332,5014,99.4017,4.1152,1.5454,0.0043,0,8.2055,0,5.4511,19.2467,1.1099
2023-11-18,13:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2107.2726,7978,99.0346,2.5724,1.4285,0.0247,0,3.5506,0,23.0631,39.8508,6.0068
2023-11-18,13:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1193.895,5597,98.9619,1.4852,0.8182,0.0133,0,8.8103,0,7.0462,22.9387,1.445
2023-11-18,13:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1481.891,5644,98.6872,2.227,1.2695,0.0074,0,3.2849,0,26.5278,37.4294,9.2467
2023-11-18,13:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1165.5639,5263,99.0724,3.6176,1.546,0.0044,0,3.7188,0,18.8899,44.7551,3.7241
2023-11-18,13:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1773.8451,6686,99.4534,2.5057,1.5806,0.0063,0,3.8817,0,17.6918,38.0185,3.455
2023-11-18,13:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,938.0422,3805,99.6134,2.1274,1.5194,0.0079,0,1.4177,0,51.4815,66.3847,14.1545
2023-11-18,13:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,225.8056,895,99.8707,3.1829,1.5018,0,0,1.4364,0,62.2419,73.6936,29.4573
2023-11-18,13:00,Aseer Province,1,4902.2206,21542,99.0029,2.4876,1.2453,0.0071,0,6.3608,0,10.5082,28.9947,2.14
2023-11-18,13:00,Jazan Province,1,3877.2769,14628,99.232,2.5385,1.4864,0.0161,0,3.7066,0,20.3324,38.9258,4.6164
2023-11-18,13:00,Najran Province,1,1165.7511,4712,99.6585,2.3275,1.5129,0.0064,0,1.4269,0,54.2988,68.3573,17.9371
2023-11-18,14:00,Southern Region,1,8210.9572,35050,99.2928,2.8951,1.6401,0.0087,0,5.316,0,12.3041,30.5566,2.0049
2023-11-18,14:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,738.7781,3805,99.5313,5.552,1.9546,0.0039,0,8.6724,0,3.9205,14.1903,0.6769
2023-11-18,14:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1825.6107,6656,99.2417,2.2809,1.5906,0.0241,0,3.5671,0,21.3245,37.1338,4.7645
2023-11-18,14:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1213.9553,5581,98.9645,1.4252,0.8691,0.0097,0.0001,8.8829,0.0001,5.6646,18.8001,1.0147
2023-11-18,14:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1246.3605,4769,98.7745,2.9766,1.5149,0.0028,0,3.0794,0,26.3165,37.9619,7.9642
2023-11-18,14:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,794.8436,3849,99.4188,6.6026,2.333,0.0005,0,3.793,0,16.3182,41.7593,2.4387
