Date,LTE Cell Group,Integrity,VOLTE Traffic Erl,Connected User Avg (VoIP),DL Active User Avg (VoIP),DL Throughput QCI.1 Mbps (VoIP),SRVCC Success Rate Overall,SRVCC Success Rate Overall (E2G),SRVCC Success Rate Overall (E2W),Mobily VoLTE Call Drop%,E-RAB Setup Success Rate QCI.1 (VoIP),UL Mute call %(%),DL Mute call %(%),UL Packet Loss Rate QCI.1 (VoIP),UL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.1 (VoIP),E2E VQI Avg (VoIP),DL VQI Avg (VoIP),UL VQI Avg (VoIP),QCI1 DL IBLER(%),QCI1 UL IBLER(%),UEs in the DRX sleep state Ratio,SRVCC Failuers,L.E-RAB.AbnormRel.MMETot.VoIP,L.E-RAB.AbnormRel.MME.HOOut.QCI.1,L.E-RAB.AbnormRel.MME.EUtranGen.VoIP,L.Voice.DL.PktNum.AMRNB.12.2,L.Voice.DL.PktNum.AMRWB.23.85,L.Cell.Unavail.Dur.Sys(s),Cell.Availability(%),Availability Duration(s),VOLTE Thrpt Lic Failures,SRVCC E2W Failures,SRVCC E2G Failures
10/12/2023,Abha,45211Abha,9317.6617,441.0443,173.6761,0.5209,98.3657,98.4326,98.3597,0.2845,99.9674,0.0431,0.0441,0.0441,0.0277,0.0142,0.0324,3.5008,3.5225,3.5464,2.0054,3.8376,73.5253,63,1464,84,1113,717206443,241891950,176235,99.8919,154462530,0,58,5
10/12/2023,Southern Region All,45211Southern Region All,120125.153,5692.9894,2174.5714,0.5173,97.5269,96.6362,97.6822,0.3442,99.9684,0.0738,0.0645,0.0654,0.0724,0.0305,0.031,3.5093,3.5289,3.5374,2.3731,3.8408,70.4178,3080,27141,2925,15970,8454762755,2961729515,3504370,99.7552,1379971670,0,2458,622
10/12/2023,Southern Region,45211Southern Region,104446.458,4963.9641,1898.1906,0.5093,97.6557,96.478,97.8967,0.3169,99.9676,0.0687,0.0601,0.0613,0.0682,0.0261,0.0313,3.4926,3.512,3.5257,2.332,3.8345,71.23,2324,20743,2049,13472,7690835903,2393144392,3103270,99.7642,1266670505,0,1731,593
10/12/2023,Muhayel,45211Muhayel,1934.9537,93.2351,36.1523,0.4954,98.8292,100,98.75,0.3379,99.9654,0.0702,0.053,0.0603,0.0084,0.0403,0.0241,3.4653,3.4819,3.4977,2.1271,3.8037,70.3402,17,471,40,260,150675041,36298230,54380,99.8611,36378460,0,17,0
10/12/2023,Sabya,45211Sabya,5282.846,252.4591,98.4039,0.5144,97.5469,97.2696,97.567,0.2625,99.9683,0.0915,0.0649,0.0619,0.0083,0.021,0.0296,3.5204,3.5403,3.5399,2.0883,4.0519,72.0625,106,783,45,601,369167845,133892341,15,100,41317235,0,98,8
10/12/2023,Abu Arish,45211Abu Arish,3321.2439,159.7506,61.7208,0.5026,97.8817,98.6971,97.7677,0.2361,99.9735,0.0879,0.0705,0.0695,0.0039,0.0123,0.0311,3.4809,3.4999,3.5076,2.6628,4.0395,74.935,53,485,59,363,255046496,69408737,5250,99.9883,42218775,0,49,4
10/12/2023,Najran,45211Najran,11212.7665,528.3739,203.6445,0.4981,98.6193,98.2955,98.6517,0.2334,99.979,0.0479,0.044,0.0396,0.0219,0.0106,0.0253,3.484,3.5026,3.5222,2.1421,3.8995,72.0637,80,1405,113,1090,875605891,248785939,5775,99.9957,130371825,0,71,9
10/12/2023,Jizan,45211Jizan,11081.7778,526.9605,191.3858,0.5034,98.8223,98.8732,98.8172,0.2963,99.97,0.0767,0.0645,0.0557,0.0073,0.0136,0.0375,3.5119,3.5326,3.5467,2.397,3.401,73.3652,46,1843,178,1336,794812976,279912930,63955,99.9313,87201995,0,42,4
10/12/2023,Southern Remote,45211Southern Remote,43281.8417,2058.6082,779.067,0.5096,97.7364,96.1037,98.1146,0.3656,99.9652,0.0802,0.0718,0.077,0.0847,0.0384,0.0319,3.4868,3.5054,3.5132,2.5579,3.8791,68.9165,1532,11428,1303,6651,3031686819,904059654,1917060,99.6165,491991205,0,1036,496
10/12/2023,Western Region,45211Western Region,15678.695,729.0253,276.3809,0.5698,97.0242,98.2467,96.9391,0.5812,99.9747,0.1082,0.0932,0.0928,0.1088,0.0699,0.0292,3.6178,3.639,3.616,2.6384,3.8791,63.1367,756,6398,876,2498,763926852,568585123,401100,99.6523,113301165,0,727,29
10/12/2023,Remote Jizan,45211Remote Jizan,19214.8184,924.3285,347.2303,0.512,97.3487,94.9972,97.9555,0.3405,99.9641,0.0866,0.0784,0.0823,0.0085,0.0154,0.0298,3.4955,3.5151,3.517,2.6372,3.8467,68.2116,912,5371,613,2960,1249096989,389880297,1386050,99.1819,165365480,0,559,353
10/12/2023,Remote Najran,45211Remote Najran,6238.0901,293.3948,112.7488,0.5046,97.9623,96.6202,98.5249,0.3542,99.9753,0.0764,0.0651,0.0763,0.4606,0.065,0.0299,3.4721,3.4886,3.494,2.6819,3.9177,68.6148,198,1277,209,896,460377501,122091017,57755,99.9273,79276750,0,101,97
10/12/2023,Remote Aseer,45211Remote Aseer,17828.9332,840.8849,319.0879,0.5089,98.2092,98.3595,98.1889,0.4005,99.963,0.0748,0.0673,0.0715,0.0325,0.0526,0.0349,3.483,3.5012,3.5159,2.4295,3.9004,69.7876,422,4780,481,2795,1322212329,392088340,473255,99.8115,247348975,0,376,46
10/12/2023,Southern City,45211Southern City,60521.5819,2873.4964,1107.0242,0.5092,97.9226,97.4265,97.9693,0.2771,99.9695,0.0602,0.0516,0.0497,0.0557,0.0139,0.0307,3.497,3.517,3.5348,2.17,3.7941,72.5737,591,9095,679,6662,4608244608,1474746528,742165,99.9013,715289695,0,528,63
10/12/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45211Cluster=Aseer CL1,Rule Name=Opt Clusters",12888.0331,610.7563,236.4892,0.5165,98.3006,98.5938,98.2749,0.3178,99.9609,0.0506,0.0487,0.05,0.0268,0.0298,0.0349,3.4984,3.5196,3.5436,2.0918,3.8326,72.7758,135,2415,126,1681,990400799,326522009,265205,99.883,217162510,0,126,9
10/12/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45211Cluster=Aseer CL2,Rule Name=Opt Clusters",22945.6817,1088.9371,419.4278,0.5107,96.9494,95.4467,97.097,0.3049,99.964,0.0568,0.0475,0.0583,0.0992,0.0323,0.0336,3.4932,3.5134,3.5329,2.0865,4.027,71.1253,397,3654,288,2540,1773958994,568574756,342610,99.8606,236265315,0,344,53
10/12/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45211Cluster=Aseer CL3,Rule Name=Opt Clusters",5983.2679,282.1563,111.6354,0.5124,98.6588,98.3146,98.6933,0.4199,99.9721,0.0693,0.0722,0.0543,0.0126,0.0425,0.0238,3.4709,3.4877,3.5062,2.3505,3.5751,70.0368,105,1741,177,982,445816093,119027580,248495,99.7799,109491855,0,93,12
10/12/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45211Cluster=Jizan CL1,Rule Name=Opt Clusters",20204.1627,966.4627,355.2311,0.5064,97.5874,95.4379,97.9667,0.2992,99.9669,0.0808,0.0674,0.0734,0.0076,0.0154,0.0343,3.5043,3.5252,3.5307,2.5857,3.6617,71.5139,483,3920,385,2592,1393470360,468086865,360505,99.7961,169107680,0,346,137
10/12/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45211Cluster=USF8 CL1,Rule Name=Opt Clusters",0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0
10/12/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45211Cluster=USF8 CL2,Rule Name=Opt Clusters",56.4797,2.5973,0.9773,0.501,100,100,100,0,100,0.0485,0.0389,0.0293,0.0087,0.0061,0.0049,3.4806,3.4945,3.5252,1.4753,3.8831,57.9268,0,0,0,0,4705867,1440242,0,100,345600,0,0,0
10/12/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45211Cluster=Aseer CL4,Rule Name=Opt Clusters",7804.7006,367.5077,143.9522,0.5159,98.6012,99.0366,98.5189,0.3342,99.9725,0.0735,0.0641,0.0579,0.0682,0.016,0.0256,3.4789,3.4952,3.5091,2.8184,3.5877,71.5013,137,1790,186,1004,575163014,162629617,316095,99.7461,121154850,0,122,15
10/12/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45211Cluster=Jizan CL2,Rule Name=Opt Clusters",18391.2271,882.7787,337.5981,0.5116,97.4902,95.3698,98.0279,0.3225,99.9667,0.0894,0.0776,0.0685,0.0077,0.0151,0.0297,3.5006,3.5194,3.5248,2.3918,3.8871,70.4891,619,4525,507,2652,1252478072,398923955,1094765,99.3552,161639005,0,388,231
10/12/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45211Cluster=Najran CL1,Rule Name=Opt Clusters",13932.6378,655.4992,251.3616,0.4982,98.045,96.2891,98.4538,0.2748,99.9777,0.0582,0.0517,0.0535,0.026,0.0165,0.0282,3.482,3.5003,3.5147,2.2051,3.9301,71.6967,212,2093,223,1584,1083779375,306600479,16800,99.9896,158611845,0,136,76
10/12/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45211Cluster=Najran CL2,Rule Name=Opt Clusters",1653.7127,78.0067,30.3957,0.5016,98.2682,97.5587,99.0586,0.4185,99.9729,0.0614,0.0554,0.0577,1.7227,0.1716,0.0275,3.4577,3.4746,3.4812,2.5508,3.8023,65.2068,35,385,90,278,124864720,28440921,14750,99.9564,33847840,0,9,26
10/12/2023,Jazan Province,45211Jazan Province,38601.3684,1849.5632,692.9943,0.5088,97.532,95.36,98.0011,0.3106,99.9668,0.0849,0.0723,0.0711,0.0076,0.0154,0.0321,3.5024,3.5223,3.5278,2.4941,3.7681,71.0071,1102,8452,892,5250,2647726276,866757542,1469580,99.5779,332373975,0,734,368
10/12/2023,Aseer Province,45211Aseer Province,49537.2603,2345.5044,910.1129,0.5133,97.9962,97.8213,98.017,0.3248,99.9654,0.059,0.0533,0.0554,0.0636,0.0302,0.0315,3.4898,3.5092,3.5292,2.2299,3.8525,71.5133,772,9550,762,6173,3776959800,1175533192,1158095,99.8364,682101640,0,683,89
10/12/2023,Najran Province,45211Najran Province,15664.7949,737.0372,282.984,0.4984,98.0772,96.7742,98.4982,0.2944,99.977,0.059,0.0525,0.0545,0.2446,0.0382,0.0282,3.4791,3.4973,3.5106,2.2621,3.9194,71.0215,249,2521,328,1890,1215245351,336515448,31550,99.9839,192805285,0,147,102
10/13/2023,Khamis Mushait,45212Khamis Mushait,11476.7101,543.4759,210.9178,0.5066,96.0752,90.3134,96.5866,0.3108,99.9672,0.0465,0.0402,0.0507,0.0036,0.0095,0.0307,3.4853,3.5047,3.5234,1.9398,3.862,71.9073,169,1584,81,1232,923961959,279146056,2595,99.9985,166227135,0,135,34
10/13/2023,Bishah,45212Bishah,2207.5966,103.6663,41.4271,0.512,98.6684,99.1228,98.5871,0.2233,99.9842,0.0377,0.0362,0.0316,0.0022,0.0144,0.021,3.4761,3.4942,3.5199,3.0694,3.244,73.0146,10,292,18,197,175706176,47057483,3005,99.995,57798595,0,9,1
10/13/2023,Southern Region_FDD,45212Southern Region_FDD,79505.3722,3777.4423,1435.43,0.5083,97.4347,95.2724,97.9494,0.3196,99.9681,0.0657,0.0577,0.0623,0.0128,0.0221,0.0299,3.4913,3.5104,3.5214,2.3389,3.8203,71.1799,1905,16048,1397,10381,5854356620,1800333079,611155,99.9142,706861355,12,1230,675
10/13/2023,Southern Region_TDD,45212Southern Region_TDD,242.4426,16.187,5.3852,0.4754,95.879,95.6085,95.9312,1.406,99.9526,0.7413,0.2181,0.3983,0.0194,0.0502,0.1926,3.4429,3.4616,3.4135,3.983,5.9876,62.7124,203,534,217,339,16794910,4629044,1639250,99.7279,559596605,0,168,35
10/13/2023,Western Region_FDD,45212Western Region_FDD,14078.7398,653.968,247.1726,0.5695,96.7422,97.4667,96.6906,0.5639,99.9769,0.1107,0.0951,0.1,0.1053,0.0712,0.0308,3.6242,3.6457,3.6165,2.6469,3.8863,63.0428,735,5289,748,2181,669370541,527727608,155650,99.8618,111279960,0,697,38
10/13/2023,Western Region_TDD,45212Western Region_TDD,13.6928,0.6306,0.2718,0.5033,96.4646,100,96.3542,1.3804,100,0.2588,0.4584,0.1434,0.004,0.1273,0.4511,3.4668,3.4832,3.4758,4.3178,3.2534,69.4811,7,13,5,9,803912,285274,0,100,2073600,0,7,0
10/13/2023,Abha,45212Abha,6586.5852,312.3418,121.1931,0.5204,97.977,94.8052,98.2549,0.312,99.9692,0.0432,0.0407,0.0471,0.0068,0.0134,0.0313,3.5045,3.5268,3.5492,1.981,3.7726,73.7164,58,1104,59,845,501003584,172488576,17900,99.989,154657390,0,46,12
10/13/2023,Southern Region All,45212Southern Region All,93840.2474,4448.2278,1688.2595,0.5175,97.2044,95.4888,97.5376,0.3561,99.9681,0.074,0.0638,0.0689,0.0236,0.0294,0.0305,3.5115,3.531,3.5353,2.3895,3.8374,70.19,2850,21884,2367,12910,6541325983,2332975005,2406055,99.8317,1379811520,12,2102,748
10/13/2023,Southern Region,45212Southern Region,79747.8148,3793.6292,1440.8151,0.5082,97.3379,95.2902,97.8194,0.3279,99.9669,0.0675,0.0581,0.0633,0.0134,0.0243,0.0304,3.4911,3.5102,3.5211,2.3424,3.828,71.1451,2108,16582,1614,10720,5871151530,1804962123,2250405,99.8288,1266457960,12,1398,710
10/13/2023,Muhayel,45212Muhayel,1593.524,74.6327,28.4686,0.4864,97.1596,100,96.9633,0.2864,99.9647,0.063,0.0527,0.0589,0.0013,0.0213,0.0254,3.4487,3.4648,3.4748,2.243,3.8971,69.9188,29,340,36,176,126443599,26684230,25830,99.934,37544310,0,29,0
10/13/2023,Sabya,45212Sabya,4293.1997,205.0461,79.4828,0.5183,98.1662,98.3425,98.1563,0.2566,99.9666,0.0832,0.0623,0.06,0.0078,0.0187,0.0276,3.5289,3.549,3.5468,2.0411,4.0267,71.9258,62,714,52,488,294445441,114166298,105,99.9998,41471895,0,59,3
10/13/2023,Abu Arish,45212Abu Arish,2783.701,134.2521,51.0172,0.498,97.1273,98.4177,96.8878,0.2802,99.9671,0.084,0.0693,0.0691,0.0032,0.0149,0.0295,3.4792,3.498,3.5088,2.7079,3.9926,75.0974,58,496,46,342,211476684,56588452,49580,99.8894,42193135,0,53,5
10/13/2023,Najran,45212Najran,8596.4067,406.2867,155.4044,0.4992,98.1713,96.3325,98.3558,0.2226,99.9707,0.0449,0.0424,0.0427,0.0051,0.0099,0.0262,3.4882,3.5066,3.5207,2.1341,3.8966,71.9013,82,1083,105,792,670808924,196208094,355,99.9997,130377245,12,67,15
10/13/2023,Jizan,45212Jizan,7585.0919,365.3753,129.8073,0.4961,97.6848,97.8261,97.6686,0.3077,99.961,0.0848,0.0653,0.0667,0.0239,0.0166,0.0365,3.5043,3.5249,3.5349,2.4434,3.5796,73.3569,62,1361,67,950,552326798,184986725,269775,99.7101,86322540,0,56,6
10/13/2023,Southern Remote,45212Southern Remote,34151.9235,1625.6794,614.1056,0.5116,97.373,94.8072,98.061,0.3846,99.9667,0.0801,0.0702,0.0772,0.0203,0.0359,0.031,3.4878,3.5062,3.5118,2.5458,3.854,68.7943,1450,9449,1096,5592,2378585168,716628940,1510885,99.6978,491819570,0,844,606
10/13/2023,Western Region,45212Western Region,14092.4326,654.5986,247.4444,0.5694,96.7398,97.4768,96.6875,0.565,99.9769,0.1108,0.0954,0.1001,0.1052,0.0713,0.0311,3.6241,3.6455,3.6164,2.6481,3.8857,63.0497,742,5302,753,2190,670174453,528012882,155650,99.8651,113353560,0,704,38
10/13/2023,Remote Jizan,45212Remote Jizan,15424.9094,743.3829,278.0704,0.5128,96.4862,92.5802,97.6949,0.3885,99.9662,0.0883,0.0792,0.0817,0.0099,0.0149,0.0309,3.4978,3.5168,3.5167,2.677,3.8644,68.0809,1024,4963,573,2808,997147051,317643155,1440585,99.1497,165321675,0,513,511
10/13/2023,Remote Najran,45212Remote Najran,5019.8705,234.7908,90.2669,0.5073,98.2075,97.5787,98.4967,0.361,99.9747,0.083,0.0632,0.0846,0.028,0.0636,0.0314,3.4737,3.4904,3.4906,2.628,3.9673,68.5488,141,1024,152,724,370611449,102430723,1215,99.9985,79395070,0,81,60
10/13/2023,Remote Aseer,45212Remote Aseer,13707.1435,647.5057,245.7683,0.5119,98.4331,98.4816,98.4261,0.3885,99.9643,0.07,0.0631,0.0694,0.0275,0.0479,0.0309,3.4822,3.5005,3.5141,2.3678,3.8006,69.711,285,3462,371,2060,1010826668,296555062,69085,99.9725,247102825,0,250,35
10/13/2023,Southern City,45212Southern City,45122.8152,2145.0768,817.7183,0.5055,97.5357,96.0905,97.6793,0.2813,99.9677,0.0578,0.0488,0.0526,0.0075,0.0131,0.0299,3.4937,3.5134,3.5281,2.1908,3.8037,72.5863,530,6974,464,5022,3456173165,1077325914,369145,99.9509,716592245,12,454,76
10/13/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45212Cluster=Aseer CL1,Rule Name=Opt Clusters",9215.655,438.057,167.6038,0.517,98.194,96.4912,98.3588,0.3476,99.9648,0.0504,0.0464,0.0525,0.0135,0.0287,0.0331,3.5011,3.5227,3.5451,2.0872,3.7987,72.8702,105,1834,102,1317,703350630,236857820,70840,99.9687,217248750,0,87,18
10/13/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45212Cluster=Aseer CL2,Rule Name=Opt Clusters",16624.7644,789.9793,301.8487,0.5059,96.8773,94.6607,97.1096,0.31,99.9675,0.0512,0.042,0.0581,0.018,0.0298,0.0313,3.4862,3.5058,3.5235,2.0586,3.9502,71.2147,296,2547,205,1847,1299771661,393736496,9800,99.996,236117530,0,248,48
10/13/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45212Cluster=Aseer CL3,Rule Name=Opt Clusters",5085.4025,237.1358,93.6101,0.511,98.0349,98.9247,97.9344,0.4053,99.9636,0.0649,0.0683,0.0575,0.0109,0.031,0.0227,3.4654,3.4818,3.4953,2.3937,3.5829,69.9926,126,1420,149,802,383089344,96011308,34770,99.9692,110866180,0,119,7
10/13/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45212Cluster=Jizan CL1,Rule Name=Opt Clusters",14590.0915,705.8948,255.6675,0.5016,97.0914,95.3958,97.4127,0.3308,99.9645,0.0877,0.07,0.0817,0.0158,0.0159,0.0364,3.4994,3.52,3.5218,2.6367,3.7832,71.4364,452,3329,281,2113,1006968739,329391856,609385,99.6553,167808530,0,338,114
10/13/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45212Cluster=USF8 CL1,Rule Name=Opt Clusters",0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0
10/13/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45212Cluster=USF8 CL2,Rule Name=Opt Clusters",54.8509,2.4798,1.0062,0.5665,100,,100,0.0609,100,0.0335,0.0244,0.0282,0,0,0.0078,3.5175,3.5277,3.5033,1.2587,3.418,61.0502,0,1,0,1,4714299,1837204,0,100,345600,0,0,0
10/13/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45212Cluster=Aseer CL4,Rule Name=Opt Clusters",6380.3091,297.605,117.0073,0.5165,98.9053,98.7755,98.9293,0.2742,99.9804,0.0624,0.057,0.053,0.0041,0.0138,0.0286,3.4775,3.4937,3.5054,2.7853,3.4932,71.5548,86,1159,132,640,470412579,129833389,3005,99.9976,121734595,0,71,15
10/13/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45212Cluster=Jizan CL2,Rule Name=Opt Clusters",15243.3769,730.3563,277.8225,0.5142,96.5848,92.0472,98.0396,0.3536,99.9656,0.0856,0.0753,0.0665,0.0086,0.0152,0.0272,3.5057,3.5244,3.5291,2.4279,3.8767,70.2803,727,4185,455,2468,1029391589,340125234,1150660,99.3222,162143915,0,316,411
10/13/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45212Cluster=Najran CL1,Rule Name=Opt Clusters",10828.8125,510.6541,194.383,0.4998,98.0885,96.9681,98.3934,0.2773,99.9682,0.0594,0.0506,0.0611,0.0091,0.0164,0.027,3.4851,3.5033,3.5112,2.1823,3.9657,71.4941,168,1711,180,1243,842275684,246039181,1570,99.999,158623515,12,111,57
10/13/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45212Cluster=Najran CL2,Rule Name=Opt Clusters",1306.3267,61.0739,23.8809,0.4971,98.6902,98.5037,98.8966,0.3535,99.9823,0.0655,0.0503,0.051,0.062,0.1606,0.0348,3.4512,3.4673,3.4798,2.4919,3.7566,65.2056,20,238,56,184,99498107,21959570,0,100,33868800,0,8,12
10/13/2023,Jazan Province,45212Jazan Province,29857.9552,1437.402,533.9768,0.508,96.7972,93.0848,97.7617,0.3424,99.9651,0.0866,0.0727,0.0739,0.0122,0.0157,0.0317,3.5025,3.5221,3.5253,2.5298,3.83,70.8067,1179,7519,737,4585,2039364597,669868591,1760045,99.4945,331594045,0,654,525
10/13/2023,Aseer Province,45212Aseer Province,37220.3323,1758.867,678.5847,0.5111,97.927,97.3398,98.0011,0.3257,99.9686,0.0547,0.0492,0.0556,0.0135,0.0268,0.0301,3.4857,3.5048,3.5224,2.234,3.7844,71.561,612,6922,582,4589,2848166232,855402940,118415,99.9833,683979855,0,524,88
10/13/2023,Najran Province,45212Najran Province,12196.4512,574.4872,219.2624,0.4994,98.1774,97.4576,98.4326,0.2872,99.9692,0.0603,0.0508,0.0605,0.0163,0.0367,0.0279,3.4808,3.4989,3.507,2.2276,3.9438,70.8291,189,1982,241,1440,947227504,268683323,1570,99.9992,192837915,12,120,69
10/14/2023,Khamis Mushait,45213Khamis Mushait,14168.1572,666.9555,259.8264,0.5126,96.6019,94.5545,96.7841,0.3036,99.9638,0.0474,0.0419,0.0505,0.1023,0.0094,0.0327,3.5003,3.5206,3.5436,1.9461,3.8765,71.8674,168,1825,106,1365,1104878722,368811827,37560,99.9783,166144140,0,146,22
10/14/2023,Bishah,45213Bishah,2582.5199,120.1933,48.183,0.5135,98.6164,99.0099,98.5591,0.2379,99.9685,0.0375,0.0361,0.0296,0.0018,0.015,0.0232,3.4784,3.4962,3.5234,3.0242,3.2976,72.7596,11,315,15,216,204729921,55599938,12750,99.9789,57788850,0,10,1
10/14/2023,Southern Region_FDD,45213Southern Region_FDD,92539.049,4361.676,1667.8063,0.5095,97.478,94.9776,97.9942,0.3196,99.9676,0.0625,0.0561,0.0597,0.0286,0.0237,0.0303,3.497,3.5161,3.5309,2.3143,3.7894,71.1497,1972,17452,1473,11246,6756775241,2147619859,990445,99.8611,707064755,0,1300,672
10/14/2023,Southern Region_TDD,45213Southern Region_TDD,290.5306,19.243,6.4079,0.4768,95.9462,96.7232,95.7996,1.8816,99.9526,0.712,0.2024,0.3664,0.0384,0.054,0.2058,3.4567,3.4741,3.4397,4.3048,5.9405,63.0674,226,737,377,508,20116921,5790641,1633545,99.7295,559605925,0,197,29
10/14/2023,Western Region_FDD,45213Western Region_FDD,15066.7172,696.802,265.146,0.5738,97.3958,98.5304,97.3129,0.5807,99.9759,0.1059,0.0858,0.0989,0.0936,0.0687,0.0301,3.6341,3.6554,3.6312,2.6555,3.8942,62.9219,599,5481,771,2319,707530233,573848502,1236465,98.9025,109636035,0,576,23
10/14/2023,Western Region_TDD,45213Western Region_TDD,13.7771,0.6368,0.2681,0.4771,94.3128,100,93.9698,0.9831,99.6681,0.2552,0.283,0.1212,0.0143,0.1099,0.2382,3.4126,3.4257,3.3988,3.9312,3.2902,67.0647,12,9,6,5,861318,173308,0,100,2073600,0,12,0
10/14/2023,Abha,45213Abha,7940.5883,373.2563,147.2549,0.5185,97.9154,95.9677,98.0782,0.3205,99.966,0.0419,0.0439,0.0437,0.017,0.0147,0.0333,3.5016,3.5224,3.5483,2.0233,3.7333,73.632,67,1335,117,998,609747302,203597122,77675,99.9524,154659565,0,57,10
10/14/2023,Southern Region All,45213Southern Region All,107910.0739,5078.3577,1939.6283,0.5185,97.3742,95.4299,97.7122,0.3596,99.9674,0.0702,0.0608,0.066,0.0361,0.0305,0.0308,3.5165,3.5359,3.5448,2.3675,3.8119,70.226,2809,23679,2627,14078,7485283713,2727432310,3860455,99.7305,1378380315,0,2085,724
10/14/2023,Southern Region,45213Southern Region,92829.5796,4380.9189,1674.2142,0.5094,97.376,95.0859,97.8461,0.3315,99.9664,0.0643,0.0566,0.0606,0.0294,0.026,0.0309,3.4969,3.516,3.5307,2.3187,3.7972,71.1172,2198,18189,1850,11754,6776892162,2153410500,2623990,99.8007,1266670680,0,1497,701
10/14/2023,Muhayel,45213Muhayel,1769.807,82.5247,32.1254,0.4964,98.5752,100,98.4689,0.3012,99.9649,0.0651,0.0457,0.0591,0.0023,0.0177,0.0293,3.4703,3.4867,3.4959,2.0641,3.8614,69.8761,16,431,39,205,135308665,32409954,69140,99.8233,37460890,0,16,0
10/14/2023,Sabya,45213Sabya,4614.7244,219.1896,84.3802,0.5163,97.2911,96.1039,97.3748,0.2499,99.9653,0.0855,0.0604,0.0602,0.0066,0.0222,0.0268,3.5269,3.547,3.5518,2.0812,3.9885,71.9825,95,616,35,490,313947708,121335076,1265,99.9972,41470735,0,86,9
10/14/2023,Abu Arish,45213Abu Arish,2985.2901,142.1906,54.1151,0.4989,97.8692,97.5265,97.9237,0.2399,99.9709,0.0755,0.0596,0.0616,0.0028,0.0132,0.0274,3.4867,3.5067,3.5178,2.695,3.9703,74.8707,44,405,38,296,222328440,62733245,10795,99.9759,42170660,0,37,7
10/14/2023,Najran,45213Najran,10246.4159,478.5084,184.6123,0.499,98.6072,97.9775,98.6684,0.229,99.9689,0.0458,0.0407,0.0403,0.0091,0.0112,0.0242,3.4922,3.5107,3.529,2.1071,3.8938,71.8559,70,1258,97,925,794454225,236727563,45325,99.966,130312325,0,61,9
10/14/2023,Jizan,45213Jizan,9003.4533,426.414,153.64,0.501,98.1568,98.2818,98.1433,0.2735,99.9665,0.0675,0.0569,0.0537,0.0051,0.0126,0.0335,3.5084,3.5284,3.5461,2.3891,3.3358,73.543,55,1298,109,948,646726685,224089637,42705,99.9541,87154605,0,50,5
10/14/2023,Southern Remote,45213Southern Remote,38929.5217,1840.9472,698.0474,0.5113,97.356,94.5998,98.03,0.4001,99.9666,0.0774,0.0697,0.0763,0.0236,0.0394,0.0319,3.4935,3.5117,3.52,2.5204,3.8461,68.7168,1540,10495,1211,6158,2698037035,835036531,1945845,99.6108,491294340,0,922,618
10/14/2023,Western Region,45213Western Region,15080.4943,697.4388,265.4142,0.5737,97.3677,98.5415,97.2822,0.5813,99.9753,0.1061,0.086,0.0989,0.0935,0.0687,0.0303,3.6339,3.6552,3.631,2.6563,3.8936,62.9261,611,5490,777,2324,708391551,574021810,1236465,98.928,111709635,0,588,23
10/14/2023,Remote Jizan,45213Remote Jizan,17052.3506,815.0983,306.515,0.5144,96.5686,92.1904,97.8465,0.3818,99.968,0.082,0.0747,0.0803,0.0089,0.0154,0.0295,3.5058,3.5245,3.527,2.6154,3.8259,67.9931,986,4928,603,2803,1092008369,361168702,1371455,99.1905,165317695,0,479,507
10/14/2023,Remote Najran,45213Remote Najran,5591.8278,261.1411,100.2318,0.5066,97.6193,97.0627,97.8186,0.3501,99.9793,0.07,0.0625,0.0676,0.0374,0.0673,0.0347,3.4786,3.4953,3.5039,2.643,3.8455,68.4658,206,1056,157,750,403905720,111111238,97310,99.8774,79183050,0,139,67
